Arabic_date,Date,USD rate,Location,type,Price(retail),MIN,MAX,MEAN
23/6/1443,26-01-2022,85.97,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,24.00-40.00,24,40,32
23/6/1443,26-01-2022,85.97,চাঁদপুর সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35,32.5
23/6/1443,26-01-2022,85.97,কুমিল্লা সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35,32.5
23/6/1443,26-01-2022,85.97,নোয়াখালি সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
23/6/1443,26-01-2022,85.97,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32,31
23/6/1443,26-01-2022,85.97,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,40.00-50.00,40,50,45
23/6/1443,26-01-2022,85.97,সিলেট সদর,পেঁয়াজ - দেশী,28.00-32.00,28,32,30
23/6/1443,26-01-2022,85.97,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25,24.5
23/6/1443,26-01-2022,85.97,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30,29
23/6/1443,26-01-2022,85.97,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,36.00-38.00,36,38,37
23/6/1443,26-01-2022,85.97,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30,29
23/6/1443,26-01-2022,85.97,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40,39
23/6/1443,26-01-2022,85.97,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,50.00-52.00,50,52,51
23/6/1443,26-01-2022,85.97,নেত্রকোনা সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40,39
23/6/1443,26-01-2022,85.97,বাগেরহাট সদর,পেঁয়াজ - আমদানিকৃত,42.00-44.00,42,44,43
23/6/1443,26-01-2022,85.97,ঝিনাইদহ সদর,পেঁয়াজ - আমদানিকৃত,40.00-50.00,40,50,45
23/6/1443,26-01-2022,85.97,মাগুরা সদর,পেঁয়াজ - আমদানিকৃত,30.00-40.00,30,40,35
23/6/1443,26-01-2022,85.97,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35,32.5
23/6/1443,26-01-2022,85.97,নড়াইল সদর,পেঁয়াজ - আমদানিকৃত,36.00-40.00,36,40,38
23/6/1443,26-01-2022,85.97,সাতক্ষিরা সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45,42.5
23/6/1443,26-01-2022,85.97,লালমনিরহাট সদর,পেঁয়াজ - আমদানিকৃত,35.00-38.00,35,38,36.5
23/6/1443,26-01-2022,85.97,পাবনা সদর,পেঁয়াজ - আমদানিকৃত,45.00-46.00,45,46,45.5
23/6/1443,26-01-2022,85.97,পঞ্চগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,25.00-30.00,25,30,27.5
23/6/1443,26-01-2022,85.97,রাজশাহী সদর,পেঁয়াজ - আমদানিকৃত,44.00-46.00,44,46,45
23/6/1443,26-01-2022,85.97,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,40.00-48.00,40,48,44
23/6/1443,26-01-2022,85.97,বরগুনা সদর,পেঁয়াজ - আমদানিকৃত,35.00-37.00,35,37,36
23/6/1443,26-01-2022,85.97,পিরোজপুর সদর,পেঁয়াজ - আমদানিকৃত,45.00-46.00,45,46,45.5
23/6/1443,26-01-2022,85.97,বান্দরবান সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35,34.5
23/6/1443,26-01-2022,85.97,চাঁদপুর সদর,পেঁয়াজ - আমদানিকৃত,45.00-50.00,45,50,47.5
23/6/1443,26-01-2022,85.97,কক্সবাজার সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30,29
23/6/1443,26-01-2022,85.97,লক্ষ্মীপুর সদর,পেঁয়াজ - আমদানিকৃত,26.00-28.00,30,32,31
23/6/1443,26-01-2022,85.97,নোয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,44.00-45.00,44,45,44.5
23/6/1443,26-01-2022,85.97,হবিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40,37.5
16/6/1443,19-01-2022,85.99,গাজীপুর সদর,পেঁয়াজ (নতুন),32.00-34.00,32,34,33
16/6/1443,19-01-2022,85.99,ময়মনসিংহ সদর,পেঁয়াজ (নতুন),34.00-36.00,34,36,35
16/6/1443,19-01-2022,85.99,মানিকগঞ্জ সদর,পেঁয়াজ (নতুন),32.00-34.00,32,34,33
16/6/1443,19-01-2022,85.99,মুনশিগঞ্জ সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
16/6/1443,19-01-2022,85.99,নেত্রকোনা সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
16/6/1443,19-01-2022,85.99,ফরিদপুর সদর,পেঁয়াজ (নতুন),25.00-28.00,25,28,26.5
16/6/1443,19-01-2022,85.99,শরিয়তপুর সদর,পেঁয়াজ (নতুন),25.00-30.00,25,30,27.5
16/6/1443,19-01-2022,85.99,রাজবাড়ী সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
16/6/1443,19-01-2022,85.99,চুয়াডাঙ্গা সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35,34.5
16/6/1443,19-01-2022,85.99,যশোর সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30,29
16/6/1443,19-01-2022,85.99,কুষ্টিয়া সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35,32.5
16/6/1443,19-01-2022,85.99,সাতক্ষিরা সদর,পেঁয়াজ (নতুন),29.00-30.00,29,30,29.5
16/6/1443,19-01-2022,85.99,জয়পুরহাট সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35,32.5
16/6/1443,19-01-2022,85.99,কুড়িগ্রাম সদর,পেঁয়াজ (নতুন),35.00-38.00,35,38,36.5
16/6/1443,19-01-2022,85.99,নওগাঁ সদর,পেঁয়াজ (নতুন),25.00-30.00,25,30,27.5
16/6/1443,19-01-2022,85.99,নবাবগঞ্জ সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35,32.5
16/6/1443,19-01-2022,85.99,সিরাজগঞ্জ সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
16/6/1443,19-01-2022,85.99,বরগুনা সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35,32.5
16/6/1443,19-01-2022,85.99,ভোলা সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
16/6/1443,19-01-2022,85.99,ঝালকাঠি সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40,39
16/6/1443,19-01-2022,85.99,চট্টগ্রাম সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40,39
16/6/1443,19-01-2022,85.99,কক্সবাজার সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
16/6/1443,19-01-2022,85.99,ফেনী সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
16/6/1443,19-01-2022,85.99,খাগড়াছড়ি সদর,পেঁয়াজ (নতুন),25.00-30.00,25,30,27.5
16/6/1443,19-01-2022,85.99,লক্ষ্মীপুর সদর,পেঁয়াজ (নতুন),26.00-28.00,26,28,27
16/6/1443,19-01-2022,85.99,নোয়াখালি সদর,পেঁয়াজ (নতুন),28.00-32.00,28,32,30
16/6/1443,19-01-2022,85.99,মৌলভিবাজার সদর,পেঁয়াজ (নতুন),25.00-30.00,25,30,27.5
16/6/1443,19-01-2022,85.99,সিলেট সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35,32.5
16/6/1443,19-01-2022,85.99,ঢাকা সদর,পেঁয়াজ - দেশী,36.00-40.00,36,40,38
16/6/1443,19-01-2022,85.99,শেরপুর সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30,29
16/6/1443,19-01-2022,85.99,নরসিংদী সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42,41
16/6/1443,19-01-2022,85.99,কিশোরগঞ্জ সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
16/6/1443,19-01-2022,85.99,মাদারিপুর সদর,পেঁয়াজ - দেশী,36.00-38.00,36,38,37
16/6/1443,19-01-2022,85.99,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
16/6/1443,19-01-2022,85.99,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32,31
16/6/1443,19-01-2022,85.99,বাগেরহাট সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30,27.5
16/6/1443,19-01-2022,85.99,খুলনা সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35,32.5
16/6/1443,19-01-2022,85.99,মেহেরপুর সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42,41
16/6/1443,19-01-2022,85.99,নড়াইল সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45,42.5
16/6/1443,19-01-2022,85.99,বগুড়া সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
16/6/1443,19-01-2022,85.99,দিনাজপুর সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35,32.5
16/6/1443,19-01-2022,85.99,গাইবান্ধা সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35,32.5
16/6/1443,19-01-2022,85.99,লালমনিরহাট সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32,31
16/6/1443,19-01-2022,85.99,নাটোর সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32,31
16/6/1443,19-01-2022,85.99,পাবনা সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
16/6/1443,19-01-2022,85.99,রাজশাহী সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35,34.5
16/6/1443,19-01-2022,85.99,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,26.00-30.00,26,30,28
16/6/1443,19-01-2022,85.99,বরিশাল সদর,পেঁয়াজ - দেশী,26.00-30.00,26,30,28
16/6/1443,19-01-2022,85.99,পিরোজপুর সদর,পেঁয়াজ - দেশী,35.00-38.00,35,38,36.5
16/6/1443,19-01-2022,85.99,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,24.00-40.00,24,40,32
16/6/1443,19-01-2022,85.99,চাঁদপুর সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35,32.5
16/6/1443,19-01-2022,85.99,কুমিল্লা সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30,29
16/6/1443,19-01-2022,85.99,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
16/6/1443,19-01-2022,85.99,হবিগঞ্জ সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32,31
16/6/1443,19-01-2022,85.99,সুনামগঞ্জ সদর,পেঁয়াজ - দেশী,50.00-55.00,50,55,52.5
16/6/1443,19-01-2022,85.99,টাংগাইল সদর বাজার,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
16/6/1443,19-01-2022,85.99,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40,37.5
16/6/1443,19-01-2022,85.99,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
16/6/1443,19-01-2022,85.99,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35,32.5
16/6/1443,19-01-2022,85.99,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,36.00-38.00,36,38,37
16/6/1443,19-01-2022,85.99,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,32.00-33.00,32,33,32.5
16/6/1443,19-01-2022,85.99,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35,33.5
16/6/1443,19-01-2022,85.99,জামালপুর সদর,পেঁয়াজ - আমদানিকৃত,50.00-52.00,50,52,51
16/6/1443,19-01-2022,85.99,কিশোরগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,44.00-45.00,44,45,44.5
16/6/1443,19-01-2022,85.99,নারায়ণগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40,39
16/6/1443,19-01-2022,85.99,চুয়াডাঙ্গা সদর,পেঁয়াজ - আমদানিকৃত,44.00-46.00,44,46,45
16/6/1443,19-01-2022,85.99,ঝিনাইদহ সদর,পেঁয়াজ - আমদানিকৃত,40.00-50.00,40,50,45
16/6/1443,19-01-2022,85.99,মাগুরা সদর,পেঁয়াজ - আমদানিকৃত,32.00-42.00,32,42,37
16/6/1443,19-01-2022,85.99,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,35.00-38.00,35,38,36.5
16/6/1443,19-01-2022,85.99,নড়াইল সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45,42.5
16/6/1443,19-01-2022,85.99,কুড়িগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40,39
16/6/1443,19-01-2022,85.99,নীলফামারী সদর,পেঁয়াজ - আমদানিকৃত,45.00-48.00,45,48,46.5
16/6/1443,19-01-2022,85.99,পাবনা সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35,32.5
16/6/1443,19-01-2022,85.99,পঞ্চগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,46.00-48.00,46,48,47
16/6/1443,19-01-2022,85.99,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - আমদানিকৃত,44.00-45.00,44,45,44.5
16/6/1443,19-01-2022,85.99,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40,39
16/6/1443,19-01-2022,85.99,পটুয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,47.00-50.00,47,50,48.5
16/6/1443,19-01-2022,85.99,পিরোজপুর সদর,পেঁয়াজ - আমদানিকৃত,45.00-48.00,45,48,46.5
16/6/1443,19-01-2022,85.99,বান্দরবান সদর,পেঁয়াজ - আমদানিকৃত,36.00-40.00,36,40,38
16/6/1443,19-01-2022,85.99,চাঁদপুর সদর,পেঁয়াজ - আমদানিকৃত,45.00-50.00,45,50,47.5
16/6/1443,19-01-2022,85.99,কক্সবাজার সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30,29
16/6/1443,19-01-2022,85.99,নোয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,26.00-28.00,26,28,27
16/6/1443,19-01-2022,85.99,রাঙ্গামাটি সদর,পেঁয়াজ - আমদানিকৃত,42.00-45.00,42,45,43.5
16/6/1443,19-01-2022,85.99,মৌলভিবাজার সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40,37.5
9/6/1443,12-01-2022,85.97,গাজীপুর সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35,34.5
9/6/1443,12-01-2022,85.97,ময়মনসিংহ সদর,পেঁয়াজ (নতুন),36.00-38.00,36,38,37
9/6/1443,12-01-2022,85.97,মানিকগঞ্জ সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35,34.5
9/6/1443,12-01-2022,85.97,মুনশিগঞ্জ সদর,পেঁয়াজ (নতুন),34.00-36.00,34,36,35
9/6/1443,12-01-2022,85.97,নেত্রকোনা সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35,32.5
9/6/1443,12-01-2022,85.97,ফরিদপুর সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
9/6/1443,12-01-2022,85.97,শরিয়তপুর সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40,37.5
9/6/1443,12-01-2022,85.97,রাজবাড়ী সদর,পেঁয়াজ (নতুন),32.00-34.00,32,34,33
9/6/1443,12-01-2022,85.97,চুয়াডাঙ্গা সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35,34.5
9/6/1443,12-01-2022,85.97,ঝিনাইদহ সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40,37.5
9/6/1443,12-01-2022,85.97,মাগুরা সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35,34.5
9/6/1443,12-01-2022,85.97,বগুড়া সদর,পেঁয়াজ (নতুন),29.00-30.00,29,30,29.5
9/6/1443,12-01-2022,85.97,কুড়িগ্রাম সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40,37.5
9/6/1443,12-01-2022,85.97,লালমনিরহাট সদর,পেঁয়াজ (নতুন),36.00-40.00,36,40,38
9/6/1443,12-01-2022,85.97,নাটোর সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35,32.5
9/6/1443,12-01-2022,85.97,নীলফামারী সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40,37.5
9/6/1443,12-01-2022,85.97,বরগুনা সদর,পেঁয়াজ (নতুন),41.00-42.00,41,42,41.5
9/6/1443,12-01-2022,85.97,বরিশাল সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35,32.5
9/6/1443,12-01-2022,85.97,ঝালকাঠি সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
9/6/1443,12-01-2022,85.97,পটুয়াখালি সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40,39
9/6/1443,12-01-2022,85.97,কুমিল্লা সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40,39
9/6/1443,12-01-2022,85.97,ফেনী সদর,পেঁয়াজ (নতুন),32.00-35.00,32,35,33.5
9/6/1443,12-01-2022,85.97,খাগড়াছড়ি সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40,39
9/6/1443,12-01-2022,85.97,লক্ষ্মীপুর সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
9/6/1443,12-01-2022,85.97,নোয়াখালি সদর,পেঁয়াজ (নতুন),32.00-35.00,32,35,33.5
9/6/1443,12-01-2022,85.97,মৌলভিবাজার সদর,পেঁয়াজ (নতুন),35.00-37.00,35,37,36
9/6/1443,12-01-2022,85.97,সিলেট সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40,37.5
9/6/1443,12-01-2022,85.97,ঢাকা সদর,পেঁয়াজ - দেশী,36.00-40.00,36,40,38
