Arabic_date,Date,USD rate,Location,type,Price(retail),MIN,MAX,MEAN
4/12/1442,14-07-2021,84.77,যশোর সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
4/12/1442,14-07-2021,84.77,ঝিনাইদহ সদর,পেঁয়াজ - দেশী,42.00-45.00,42,45,43.5
4/12/1442,14-07-2021,84.77,খুলনা সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
4/12/1442,14-07-2021,84.77,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,46.00-50.00,46,50,48
4/12/1442,14-07-2021,84.77,মাগুরা সদর,পেঁয়াজ - দেশী,46.00-48.00,46,48,47
4/12/1442,14-07-2021,84.77,মেহেরপুর সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
4/12/1442,14-07-2021,84.77,নড়াইল সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
4/12/1442,14-07-2021,84.77,বগুড়া সদর,পেঁয়াজ - দেশী,42.00-45.00,42,45,43.5
4/12/1442,14-07-2021,84.77,দিনাজপুর সদর,পেঁয়াজ - দেশী,46.00-48.00,46,48,47
4/12/1442,14-07-2021,84.77,গাইবান্ধা সদর,পেঁয়াজ - দেশী,42.00-50.00,42,50,46
4/12/1442,14-07-2021,84.77,জয়পুরহাট সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
4/12/1442,14-07-2021,84.77,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
4/12/1442,14-07-2021,84.77,লালমনিরহাট সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
4/12/1442,14-07-2021,84.77,নওগাঁ সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
4/12/1442,14-07-2021,84.77,নাটোর সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
4/12/1442,14-07-2021,84.77,পাবনা সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
4/12/1442,14-07-2021,84.77,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42,41
4/12/1442,14-07-2021,84.77,রাজশাহী সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
4/12/1442,14-07-2021,84.77,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,44.00-46.00,44,46,45
4/12/1442,14-07-2021,84.77,বরগুনা সদর,পেঁয়াজ - দেশী,45.00-46.00,45,46,45.5
4/12/1442,14-07-2021,84.77,বরিশাল সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
4/12/1442,14-07-2021,84.77,ভোলা সদর,পেঁয়াজ - দেশী,47.00-48.00,47,48,47.5
4/12/1442,14-07-2021,84.77,পটুয়াখালি সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
4/12/1442,14-07-2021,84.77,বান্দরবান সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
4/12/1442,14-07-2021,84.77,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,42.00-44.00,42,44,43
4/12/1442,14-07-2021,84.77,চাঁদপুর সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
4/12/1442,14-07-2021,84.77,চট্টগ্রাম সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
4/12/1442,14-07-2021,84.77,কক্সবাজার সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
4/12/1442,14-07-2021,84.77,ফেনী সদর,পেঁয়াজ - দেশী,46.00-48.00,46,48,47
4/12/1442,14-07-2021,84.77,লক্ষ্মীপুর সদর,পেঁয়াজ - দেশী,44.00-46.00,44,46,45
4/12/1442,14-07-2021,84.77,নোয়াখালি সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
4/12/1442,14-07-2021,84.77,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
4/12/1442,14-07-2021,84.77,হবিগঞ্জ সদর,পেঁয়াজ - দেশী,42.00-45.00,42,45,43.5
4/12/1442,14-07-2021,84.77,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
4/12/1442,14-07-2021,84.77,সিলেট সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
4/12/1442,14-07-2021,84.77,টাংগাইল সদর বাজার,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
4/12/1442,14-07-2021,84.77,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,36.00-40.00,36,40,38
4/12/1442,14-07-2021,84.77,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45,42.5
4/12/1442,14-07-2021,84.77,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40,39
4/12/1442,14-07-2021,84.77,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40,39
4/12/1442,14-07-2021,84.77,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,35.00-36.00,35,36,35.5
4/12/1442,14-07-2021,84.77,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40,39
4/12/1442,14-07-2021,84.77,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,34.00-36.00,34,36,35
4/12/1442,14-07-2021,84.77,জামালপুর সদর,পেঁয়াজ - আমদানিকৃত,36.00-38.00,36,38,37
4/12/1442,14-07-2021,84.77,নেত্রকোনা সদর,পেঁয়াজ - আমদানিকৃত,45.00-46.00,45,46,45.5
4/12/1442,14-07-2021,84.77,কিশোরগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,36.00-40.00,36,40,38
4/12/1442,14-07-2021,84.77,ফরিদপুর সদর,পেঁয়াজ - আমদানিকৃত,41.00-43.00,41,43,42
4/12/1442,14-07-2021,84.77,নারায়ণগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,41.00-42.00,41,42,41.5
4/12/1442,14-07-2021,84.77,চুয়াডাঙ্গা সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40,39
4/12/1442,14-07-2021,84.77,যশোর সদর,পেঁয়াজ - আমদানিকৃত,38.00-42.00,38,42,40
4/12/1442,14-07-2021,84.77,মাগুরা সদর,পেঁয়াজ - আমদানিকৃত,42.00-44.00,42,44,43
4/12/1442,14-07-2021,84.77,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
4/12/1442,14-07-2021,84.77,নড়াইল সদর,পেঁয়াজ - আমদানিকৃত,38.00-42.00,38,42,40
4/12/1442,14-07-2021,84.77,লালমনিরহাট সদর,পেঁয়াজ - আমদানিকৃত,35.00-38.00,35,38,36.5
4/12/1442,14-07-2021,84.77,নওগাঁ সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35,32.5
4/12/1442,14-07-2021,84.77,নবাবগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40,37.5
4/12/1442,14-07-2021,84.77,নীলফামারী সদর,পেঁয়াজ - আমদানিকৃত,35.00-36.00,35,36,35.5
4/12/1442,14-07-2021,84.77,পাবনা সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
4/12/1442,14-07-2021,84.77,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
4/12/1442,14-07-2021,84.77,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40,37.5
4/12/1442,14-07-2021,84.77,বরগুনা সদর,পেঁয়াজ - আমদানিকৃত,42.00-44.00,42,44,43
4/12/1442,14-07-2021,84.77,পটুয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
4/12/1442,14-07-2021,84.77,পিরোজপুর সদর,পেঁয়াজ - আমদানিকৃত,38.00-42.00,38,42,40
4/12/1442,14-07-2021,84.77,বান্দরবান সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45,42.5
4/12/1442,14-07-2021,84.77,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - আমদানিকৃত,37.00-38.00,37,38,37.5
4/12/1442,14-07-2021,84.77,চট্টগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,42.00-46.00,42,46,44
4/12/1442,14-07-2021,84.77,ফেনী সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
4/12/1442,14-07-2021,84.77,নোয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45,42.5
4/12/1442,14-07-2021,84.77,হবিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-36.00,35,36,35.5
4/12/1442,14-07-2021,84.77,মৌলভিবাজার সদর,পেঁয়াজ - আমদানিকৃত,46.00-48.00,46,48,47
4/12/1442,14-07-2021,84.77,সিলেট সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
27/11/1442,07-07-2021,84.74,মুনশিগঞ্জ সদর,পেঁয়াজ (নতুন),46.00-48.00,46,48,47
27/11/1442,07-07-2021,84.74,মাদারিপুর সদর,পেঁয়াজ (নতুন),46.00-48.00,46,48,47
27/11/1442,07-07-2021,84.74,রাজবাড়ী সদর,পেঁয়াজ (নতুন),45.00-50.00,45,50,47.5
27/11/1442,07-07-2021,84.74,বাগেরহাট সদর,পেঁয়াজ (নতুন),50.00-55.00,50,55,52.5
27/11/1442,07-07-2021,84.74,সাতক্ষিরা সদর,পেঁয়াজ (নতুন),42.00-45.00,42,45,43.5
27/11/1442,07-07-2021,84.74,নবাবগঞ্জ সদর,পেঁয়াজ (নতুন),45.00-50.00,45,50,47.5
27/11/1442,07-07-2021,84.74,নীলফামারী সদর,পেঁয়াজ (নতুন),45.00-46.00,45,46,45.5
27/11/1442,07-07-2021,84.74,ঝালকাঠি সদর,পেঁয়াজ (নতুন),48.00-50.00,48,50,49
27/11/1442,07-07-2021,84.74,কুমিল্লা সদর,পেঁয়াজ (নতুন),46.00-50.00,46,50,48
27/11/1442,07-07-2021,84.74,লক্ষ্মীপুর সদর,পেঁয়াজ (নতুন),42.00-45.00,42,45,43.5
27/11/1442,07-07-2021,84.74,সিলেট সদর,পেঁয়াজ (নতুন),45.00-50.00,45,50,47.5
27/11/1442,07-07-2021,84.74,ঢাকা সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
27/11/1442,07-07-2021,84.74,শেরপুর সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
27/11/1442,07-07-2021,84.74,ময়মনসিংহ সদর,পেঁয়াজ - দেশী,50.00-55.00,50,55,52.5
27/11/1442,07-07-2021,84.74,নরসিংদী সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
27/11/1442,07-07-2021,84.74,মানিকগঞ্জ সদর,পেঁয়াজ - দেশী,48.00-52.00,48,52,50
27/11/1442,07-07-2021,84.74,জামালপুর সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
27/11/1442,07-07-2021,84.74,কিশোরগঞ্জ সদর,পেঁয়াজ - দেশী,50.00-52.00,50,52,51
27/11/1442,07-07-2021,84.74,ফরিদপুর সদর,পেঁয়াজ - দেশী,45.00-46.00,45,46,45.5
27/11/1442,07-07-2021,84.74,শরিয়তপুর সদর,পেঁয়াজ - দেশী,50.00-52.00,50,52,51
27/11/1442,07-07-2021,84.74,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,43.00-45.00,43,45,44
27/11/1442,07-07-2021,84.74,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,44.00-46.00,44,46,45
27/11/1442,07-07-2021,84.74,চুয়াডাঙ্গা সদর,পেঁয়াজ - দেশী,45.00-46.00,45,46,45.5
27/11/1442,07-07-2021,84.74,যশোর সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
27/11/1442,07-07-2021,84.74,ঝিনাইদহ সদর,পেঁয়াজ - দেশী,42.00-45.00,42,45,43.5
27/11/1442,07-07-2021,84.74,খুলনা সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
27/11/1442,07-07-2021,84.74,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
27/11/1442,07-07-2021,84.74,মাগুরা সদর,পেঁয়াজ - দেশী,46.00-48.00,46,48,47
27/11/1442,07-07-2021,84.74,মেহেরপুর সদর,পেঁয়াজ - দেশী,43.00-45.00,43,45,44
27/11/1442,07-07-2021,84.74,নড়াইল সদর,পেঁয়াজ - দেশী,46.00-48.00,46,48,47
27/11/1442,07-07-2021,84.74,বগুড়া সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
27/11/1442,07-07-2021,84.74,দিনাজপুর সদর,পেঁয়াজ - দেশী,35.00-45.00,35,45,40
27/11/1442,07-07-2021,84.74,গাইবান্ধা সদর,পেঁয়াজ - দেশী,42.00-50.00,42,50,46
27/11/1442,07-07-2021,84.74,জয়পুরহাট সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
27/11/1442,07-07-2021,84.74,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
27/11/1442,07-07-2021,84.74,লালমনিরহাট সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
27/11/1442,07-07-2021,84.74,নওগাঁ সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
27/11/1442,07-07-2021,84.74,নাটোর সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
27/11/1442,07-07-2021,84.74,পাবনা সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45,42.5
27/11/1442,07-07-2021,84.74,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
27/11/1442,07-07-2021,84.74,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,46.00-48.00,46,48,47
27/11/1442,07-07-2021,84.74,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45,42.5
27/11/1442,07-07-2021,84.74,বরগুনা সদর,পেঁয়াজ - দেশী,45.00-47.00,45,47,46
27/11/1442,07-07-2021,84.74,বরিশাল সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
27/11/1442,07-07-2021,84.74,ভোলা সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
27/11/1442,07-07-2021,84.74,পটুয়াখালি সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
27/11/1442,07-07-2021,84.74,বান্দরবান সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
27/11/1442,07-07-2021,84.74,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
27/11/1442,07-07-2021,84.74,চাঁদপুর সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
27/11/1442,07-07-2021,84.74,চট্টগ্রাম সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
27/11/1442,07-07-2021,84.74,কক্সবাজার সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
27/11/1442,07-07-2021,84.74,ফেনী সদর,পেঁয়াজ - দেশী,46.00-48.00,46,48,47
27/11/1442,07-07-2021,84.74,খাগড়াছড়ি সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
27/11/1442,07-07-2021,84.74,নোয়াখালি সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
27/11/1442,07-07-2021,84.74,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
27/11/1442,07-07-2021,84.74,হবিগঞ্জ সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
27/11/1442,07-07-2021,84.74,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,45.00-46.00,45,46,45.5
27/11/1442,07-07-2021,84.74,সুনামগঞ্জ সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
27/11/1442,07-07-2021,84.74,টাংগাইল সদর বাজার,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
27/11/1442,07-07-2021,84.74,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,35.00-36.00,35,36,35.5
27/11/1442,07-07-2021,84.74,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45,42.5
27/11/1442,07-07-2021,84.74,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,38.00-42.00,38,42,40
27/11/1442,07-07-2021,84.74,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40,37.5
27/11/1442,07-07-2021,84.74,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35,34.5
27/11/1442,07-07-2021,84.74,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
27/11/1442,07-07-2021,84.74,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-36.00,35,36,35.5
27/11/1442,07-07-2021,84.74,জামালপুর সদর,পেঁয়াজ - আমদানিকৃত,36.00-38.00,36,38,37
27/11/1442,07-07-2021,84.74,নেত্রকোনা সদর,পেঁয়াজ - আমদানিকৃত,45.00-47.00,45,47,46
27/11/1442,07-07-2021,84.74,কিশোরগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-38.00,35,38,36.5
27/11/1442,07-07-2021,84.74,ফরিদপুর সদর,পেঁয়াজ - আমদানিকৃত,35.00-38.00,35,38,36.5
27/11/1442,07-07-2021,84.74,নারায়ণগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,41.00-42.00,41,42,41.5
27/11/1442,07-07-2021,84.74,চুয়াডাঙ্গা সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
27/11/1442,07-07-2021,84.74,যশোর সদর,পেঁয়াজ - আমদানিকৃত,38.00-42.00,38,42,40
27/11/1442,07-07-2021,84.74,মাগুরা সদর,পেঁয়াজ - আমদানিকৃত,42.00-44.00,42,44,43
27/11/1442,07-07-2021,84.74,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
27/11/1442,07-07-2021,84.74,নড়াইল সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45,42.5
27/11/1442,07-07-2021,84.74,লালমনিরহাট সদর,পেঁয়াজ - আমদানিকৃত,35.00-38.00,35,38,36.5
27/11/1442,07-07-2021,84.74,নওগাঁ সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35,32.5
27/11/1442,07-07-2021,84.74,নবাবগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-38.00,35,38,36.5
27/11/1442,07-07-2021,84.74,নীলফামারী সদর,পেঁয়াজ - আমদানিকৃত,35.00-36.00,35,36,35.5
27/11/1442,07-07-2021,84.74,রাজশাহী সদর,পেঁয়াজ - আমদানিকৃত,42.00-44.00,42,44,43
27/11/1442,07-07-2021,84.74,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - আমদানিকৃত,42.00-44.00,42,44,43
27/11/1442,07-07-2021,84.74,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40,37.5
27/11/1442,07-07-2021,84.74,বরগুনা সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
27/11/1442,07-07-2021,84.74,পটুয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
27/11/1442,07-07-2021,84.74,পিরোজপুর সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45,42.5
27/11/1442,07-07-2021,84.74,বান্দরবান সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45,42.5
27/11/1442,07-07-2021,84.74,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - আমদানিকৃত,37.00-38.00,37,38,37.5
27/11/1442,07-07-2021,84.74,চট্টগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,42.00-45.00,42,45,43.5
27/11/1442,07-07-2021,84.74,ফেনী সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
27/11/1442,07-07-2021,84.74,খাগড়াছড়ি সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
27/11/1442,07-07-2021,84.74,রাঙ্গামাটি সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42,41
27/11/1442,07-07-2021,84.74,মৌলভিবাজার সদর,পেঁয়াজ - আমদানিকৃত,37.00-38.00,37,38,37.5
27/11/1442,07-07-2021,84.74,সুনামগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,44.00-45.00,44,45,44.5
27/11/1442,07-07-2021,84.74,টাংগাইল সদর বাজার,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40,39
20/11/1442,30-06-2021,84.82,ফরিদপুর সদর,পেঁয়াজ (নতুন),52.00-55.00,52,55,53.5
20/11/1442,30-06-2021,84.82,শরিয়তপুর সদর,পেঁয়াজ (নতুন),45.00-50.00,45,50,47.5
20/11/1442,30-06-2021,84.82,নারায়ণগঞ্জ সদর,পেঁয়াজ (নতুন),45.00-50.00,45,50,47.5
20/11/1442,30-06-2021,84.82,নড়াইল সদর,পেঁয়াজ (নতুন),44.00-45.00,44,45,44.5
20/11/1442,30-06-2021,84.82,নাটোর সদর,পেঁয়াজ (নতুন),52.00-55.00,52,55,53.5
20/11/1442,30-06-2021,84.82,নবাবগঞ্জ সদর,পেঁয়াজ (নতুন),45.00-46.00,45,46,45.5
20/11/1442,30-06-2021,84.82,ভোলা সদর,পেঁয়াজ (নতুন),46.00-48.00,46,48,47
20/11/1442,30-06-2021,84.82,চাঁদপুর সদর,পেঁয়াজ (নতুন),45.00-50.00,45,50,47.5
20/11/1442,30-06-2021,84.82,কক্সবাজার সদর,পেঁয়াজ (নতুন),42.00-45.00,42,45,43.5
20/11/1442,30-06-2021,84.82,হবিগঞ্জ সদর,পেঁয়াজ (নতুন),45.00-50.00,45,50,47.5
20/11/1442,30-06-2021,84.82,ঢাকা সদর,পেঁয়াজ - দেশী,50.00-52.00,50,52,51
20/11/1442,30-06-2021,84.82,শেরপুর সদর,পেঁয়াজ - দেশী,47.00-50.00,47,50,48.5
20/11/1442,30-06-2021,84.82,ময়মনসিংহ সদর,পেঁয়াজ - দেশী,50.00-55.00,50,55,52.5
20/11/1442,30-06-2021,84.82,নরসিংদী সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
20/11/1442,30-06-2021,84.82,মানিকগঞ্জ সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
20/11/1442,30-06-2021,84.82,মুনশিগঞ্জ সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
20/11/1442,30-06-2021,84.82,নেত্রকোনা সদর,পেঁয়াজ - দেশী,50.00-52.00,50,52,51
20/11/1442,30-06-2021,84.82,কিশোরগঞ্জ সদর,পেঁয়াজ - দেশী,41.00-43.00,41,43,42
20/11/1442,30-06-2021,84.82,মাদারিপুর সদর,পেঁয়াজ - দেশী,50.00-52.00,50,52,51
20/11/1442,30-06-2021,84.82,রাজবাড়ী সদর,পেঁয়াজ - দেশী,43.00-45.00,43,45,44
20/11/1442,30-06-2021,84.82,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,44.00-46.00,44,46,45
20/11/1442,30-06-2021,84.82,বাগেরহাট সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
20/11/1442,30-06-2021,84.82,চুয়াডাঙ্গা সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
20/11/1442,30-06-2021,84.82,যশোর সদর,পেঁয়াজ - দেশী,42.00-45.00,42,45,43.5
20/11/1442,30-06-2021,84.82,ঝিনাইদহ সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
20/11/1442,30-06-2021,84.82,খুলনা সদর,পেঁয়াজ - দেশী,48.00-52.00,48,52,50
20/11/1442,30-06-2021,84.82,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,46.00-48.00,46,48,47
20/11/1442,30-06-2021,84.82,মাগুরা সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
20/11/1442,30-06-2021,84.82,মেহেরপুর সদর,পেঁয়াজ - দেশী,46.00-48.00,46,48,47
20/11/1442,30-06-2021,84.82,সাতক্ষিরা সদর,পেঁয়াজ - দেশী,45.00-47.00,45,47,46
20/11/1442,30-06-2021,84.82,বগুড়া সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
20/11/1442,30-06-2021,84.82,দিনাজপুর সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
20/11/1442,30-06-2021,84.82,গাইবান্ধা সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
20/11/1442,30-06-2021,84.82,জয়পুরহাট সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
20/11/1442,30-06-2021,84.82,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
20/11/1442,30-06-2021,84.82,লালমনিরহাট সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
20/11/1442,30-06-2021,84.82,নওগাঁ সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
20/11/1442,30-06-2021,84.82,নীলফামারী সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42,41
20/11/1442,30-06-2021,84.82,পাবনা সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
20/11/1442,30-06-2021,84.82,রাজশাহী সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
20/11/1442,30-06-2021,84.82,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,45.00-47.00,45,47,46
20/11/1442,30-06-2021,84.82,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,45.00-47.00,45,47,46
20/11/1442,30-06-2021,84.82,বরগুনা সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48,46.5
20/11/1442,30-06-2021,84.82,বরিশাল সদর,পেঁয়াজ - দেশী,46.00-54.00,46,54,50
20/11/1442,30-06-2021,84.82,ঝালকাঠি সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
20/11/1442,30-06-2021,84.82,পটুয়াখালি সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
20/11/1442,30-06-2021,84.82,পিরোজপুর সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45,42.5
20/11/1442,30-06-2021,84.82,বান্দরবান সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50,47.5
20/11/1442,30-06-2021,84.82,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
20/11/1442,30-06-2021,84.82,চট্টগ্রাম সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
20/11/1442,30-06-2021,84.82,কুমিল্লা সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
20/11/1442,30-06-2021,84.82,ফেনী সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
20/11/1442,30-06-2021,84.82,খাগড়াছড়ি সদর,পেঁয়াজ - দেশী,42.00-44.00,42,44,43
20/11/1442,30-06-2021,84.82,লক্ষ্মীপুর সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
20/11/1442,30-06-2021,84.82,নোয়াখালি সদর,পেঁয়াজ - দেশী,45.00-46.00,45,46,45.5
20/11/1442,30-06-2021,84.82,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50,49
20/11/1442,30-06-2021,84.82,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45,44.5
